,Make,Model,Year of manufacture,Colour,Condition,Mileage,Engine Size,Selling Condition,Bought Condition,Registered city,Price
6435,Volvo,XC90,2006,Gray,Nigerian Used,137200.0,3200.0,Registered,Registered,Lagos,2625000.0
6436,Toyota,Corolla,2003,Black,Nigerian Used,299999.0,1800.0,Registered,Imported,,2288000.0
6437,Mazda,CX-7,2009,Gray,Nigerian Used,319521.0,2300.0,Registered,Registered,Lagos,2625000.0
6438,Mercedes-Benz,C250,2012,Black,Nigerian Used,283601.0,1800.0,Registered,Imported,ABUJA,3885000.0
6439,Honda,Pilot,2009,Brown,Foreign Used,168652.0,3500.0,Imported,Imported,,5200000.0
6440,Kia,Forte,2011,White,Nigerian Used,294040.0,2400.0,Registered,Imported,LAGOS,2415000.0
6441,Nissan,X-Trail,2009,Black,Nigerian Used,117473.0,2500.0,Registered,Registered,RIVERS STATE,2625000.0
6442,Honda,Accord,2004,Gray,Nigerian Used,304754.0,3000.0,Registered,Registered,LAGOS,1560000.0
6443,Toyota,Corolla,2003,Black,Nigerian Used,299999.0,1800.0,Registered,Imported,,2288000.0
6444,Peugeot,407,2005,Gray,Foreign Used,,2000.0,Imported,Imported,,2415000.0
6445,Volvo,XC90,2006,Purple,Nigerian Used,606101.0,2500.0,Registered,Registered,LAGOS,2415000.0
6446,BMW,328i,2008,Gray,Foreign Used,272486.0,3000.0,Imported,Imported,,4515000.0
6447,Infiniti,FX,2005,Silver,Nigerian Used,115547.0,3500.0,Registered,Registered,Lagos,2100000.0
6448,BMW,X6,2009,Black,Nigerian Used,135194.0,3000.0,Registered,Imported,Lagos,6825000.0
6449,Lexus,RX,1999,White,Nigerian Used,319420.0,3000.0,Registered,Imported,LAGOS,2080000.0
6450,Mazda,6,2004,Gray,Nigerian Used,91874.0,2300.0,Registered,Registered,,1575000.0
6451,Nissan,Pathfinder,2002,Silver,Nigerian Used,284298.0,3500.0,Registered,Registered,,1664000.0
6452,Honda,Accord,2004,Gray,Nigerian Used,218419.0,2400.0,Registered,Registered,,1780000.0
6453,Honda,Accord,2006,Gray,Nigerian Used,3141.0,2400.0,Registered,Imported,,1768000.0
6454,Nissan,Titan,2005,Gray,Nigerian Used,232111.0,5600.0,Registered,Registered,ABUJA,2100000.0
6455,Mazda,6,2004,Gray,Nigerian Used,91874.0,2300.0,Registered,Registered,,1575000.0
6456,Toyota,Highlander,2005,Blue,Nigerian Used,400864.0,2400.0,Registered,Imported,LAGOS,2310000.0
6457,Nissan,Pick-Up,2010,White,Nigerian Used,241333.0,2400.0,Registered,Registered,LAGOS,2625000.0
6458,Honda,Accord,2009,Red,Nigerian Used,123585.0,2000.0,Registered,Registered,Lagos,2100000.0
6459,Lexus,RX 350,2008,Red,Foreign Used,279181.0,3500.0,Imported,Imported,,4620000.0
6460,Kia,Cerato,2009,Silver,Nigerian Used,187145.0,1600.0,Registered,Registered,,1785000.0
6461,Honda,CR-V,2003,Blue,Foreign Used,291747.0,2400.0,Imported,Imported,,2415000.0
6462,Ford,Explorer,2004,Black,Nigerian Used,336570.0,4000.0,Registered,Registered,,2140000.0
6463,Honda,Accord,2008,Gold,Nigerian Used,232163.0,2000.0,Registered,Registered,LAGOS,1890000.0
6464,Jaguar,X-Type,2003,Black,Foreign Used,135616.0,2500.0,Imported,Imported,,2625000.0
6465,Toyota,Sienna,2003,Gold,Nigerian Used,419086.0,3000.0,Registered,Imported,,1976000.0
6466,Toyota,Highlander,2005,Black,Nigerian Used,295872.0,3300.0,Registered,Registered,lagos,2520000.0
6467,Hyundai,Veloster,2012,Red,Nigerian Used,260771.0,1600.0,Registered,Registered,,2835000.0
6468,Ford,Edge,2008,Black,Nigerian Used,199348.0,3500.0,Registered,Imported,,2310000.0
6469,Lexus,RX 350,2008,Red,Foreign Used,279181.0,3500.0,Imported,Imported,,4620000.0
6470,Hyundai,Elantra,2012,Gray,Nigerian Used,103183.0,1800.0,Registered,Registered,,2820000.0
6471,Mitsubishi,Outlander,2003,Silver,Nigerian Used,262895.0,2000.0,Registered,Registered,ZAMFARA,1575000.0
6472,Hyundai,Tucson,2012,Blue,Nigerian Used,114522.0,2400.0,Registered,Imported,Lagos,3675000.0
6473,Toyota,Highlander,2004,Gray,Nigerian Used,296155.0,3300.0,Registered,Registered,lagos,2808000.0
6474,Lexus,RX 300,2002,Gold,Nigerian Used,132966.0,3300.0,Registered,Imported,DELTA,2288000.0
6475,Ford,Explorer,2004,Black,Nigerian Used,336570.0,4000.0,Registered,Registered,,2140000.0
6476,Peugeot,406,2003,Silver,Nigerian Used,193659.0,2000.0,Registered,Registered,Kaduna,1660000.0
6477,Lexus,RX 350,2009,Black,Nigerian Used,110980.0,3500.0,Registered,Imported,ABUJA,4680000.0
6478,Honda,Accord,2011,Gray,Nigerian Used,136835.0,2000.0,Registered,Imported,LAGOS,2392000.0
6479,Honda,Accord,2007,Gray,Foreign Used,244906.0,2400.0,Imported,Imported,,2940000.0
6480,Mercedes-Benz,G-Class,2013,Black,Foreign Used,156270.0,3500.0,Imported,Imported,,12600000.0
6481,Nissan,Almera,2013,Silver,Nigerian Used,212347.0,1500.0,Registered,Registered,LAGOS,2205000.0
6482,Lexus,RX,2003,Blue,Nigerian Used,135304.0,2500.0,Registered,Registered,LAGOS,3640000.0
6483,Toyota,Camry,2005,Gray,Nigerian Used,196360.0,2400.0,Registered,Registered,Lagos,1890000.0
6484,Peugeot,406,2003,Silver,Nigerian Used,193659.0,2000.0,Registered,Registered,Kaduna,1660000.0
6485,Honda,Ridgeline,2008,Black,Nigerian Used,284334.0,3500.0,Registered,Registered,,2912000.0
6486,Mercedes-Benz,GL-Class,2007,Gold,Nigerian Used,306326.0,4700.0,Registered,Registered,LAGOS,4472000.0
6487,Toyota,Camry,2004,Silver,Nigerian Used,209058.0,2400.0,Registered,Registered,,1735000.0
6488,Peugeot,406,2000,Silver,Nigerian Used,135450.0,1800.0,Registered,Registered,ABUJA,1500550.0
6489,Audi,Q7,2007,Gray,Nigerian Used,116062.0,3600.0,Registered,Imported,LAGOS,5250000.0
6490,Toyota,Corolla,2004,Gray,Nigerian Used,312157.0,1800.0,Registered,Registered,ABUJA,2100000.0
6491,Toyota,Camry,2011,Gray,Nigerian Used,137541.0,2500.0,Registered,Imported,,3120000.0
6492,Hyundai,Santa Fe,2007,Green,Nigerian Used,248432.0,3500.0,Registered,Registered,RIVERS,2415000.0
6493,Lexus,RX,2003,Blue,Nigerian Used,297797.0,3000.0,Registered,Registered,IMO,2246000.0
6494,Toyota,Corolla,2009,Blue,Nigerian Used,197641.0,1800.0,Registered,Imported,Lagos,2310000.0
6495,Ford,Focus,2012,White,Foreign Used,246460.0,2000.0,Imported,Imported,,4680000.0
6496,Peugeot,307,2008,Red,Foreign Used,84019.0,1800.0,Imported,Imported,,2940000.0
6497,Lexus,RX,2003,Blue,Nigerian Used,297797.0,3000.0,Registered,Registered,IMO,2246000.0
6498,Peugeot,307,2008,Red,Foreign Used,84019.0,1800.0,Imported,Imported,,2940000.0
6499,Ford,Focus,2012,White,Foreign Used,246460.0,2000.0,Imported,Imported,,4680000.0
6500,Kia,Sportage,2013,Black,Nigerian Used,58263.0,2000.0,Registered,Brand new,ABUJA,3744000.0
6501,Toyota,Corolla,2009,Red,Nigerian Used,345555.0,1800.0,Registered,Imported,,2288000.0
6502,Hyundai,Elantra,2009,Black,Nigerian Used,323558.0,20000.0,Registered,Registered,,2704000.0
6503,Buick,Rendezvous,2005,Blue,Nigerian Used,366251.0,3400.0,Registered,Registered,LAGOS,1575000.0
6504,Mercedes-Benz,C240,2003,Black,Nigerian Used,44564.0,2600.0,Registered,Registered,Lagos,2288000.0
6505,Toyota,Sienna,2003,Gray,Nigerian Used,102445.0,3000.0,Registered,Registered,,2600000.0
6506,Lexus,ES,2003,Blue,Foreign Used,250440.0,3300.0,Imported,Imported,,2835000.0
6507,Toyota,Sienna,2001,Blue,Nigerian Used,299708.0,3000.0,Registered,Registered,AKWA IBOM,1575000.0
6508,Acura,MDX,2003,Silver,Foreign Used,470754.0,3500.0,Imported,Imported,,2840000.0
6509,Lexus,GS,2006,White,Nigerian Used,173082.0,3000.0,Registered,Imported,,2808000.0
6510,Hyundai,Elantra,2012,Black,Nigerian Used,1.0,1800.0,Registered,Registered,ONDO,2310000.0
6511,Hyundai,Sonata,2009,Gray,Nigerian Used,246381.0,2400.0,Registered,Imported,Rivers,2205000.0
6512,Nissan,Versa,2007,Black,Foreign Used,128301.0,1800.0,Imported,Imported,,2100000.0
6513,Toyota,Highlander,2001,Red,Nigerian Used,168992.0,3000.0,Registered,Registered,,2100000.0
6514,BMW,328i,2005,Silver,Foreign Used,336940.0,2500.0,Imported,Imported,,3150000.0
6515,Toyota,Avalon,2007,Gray,Nigerian Used,288636.0,3500.0,Registered,Registered,,2100000.0
6516,Peugeot,407,2006,Silver,Nigerian Used,76500.0,2000.0,Registered,Imported,KADUNA,1732500.0
6517,Toyota,Highlander,2006,Blue,Nigerian Used,151503.0,3300.0,Registered,Registered,NASARAWA,2912000.0
6518,Toyota,Avensis,2005,Green,Nigerian Used,235316.0,1800.0,Registered,Imported,IMO,2912000.0
6519,Toyota,Matrix,2003,Blue,Nigerian Used,405391.0,1800.0,Registered,Registered,LAGOS,1890000.0
6520,Honda,CR-V,2002,Silver,Nigerian Used,163956.0,2400.0,Registered,Registered,,1456000.0
6521,BMW,7 Series,2011,Black,Foreign Used,235755.0,3000.0,Imported,Imported,,14700000.0
6522,Toyota,Camry,2002,Blue,Nigerian Used,335508.0,3000.0,Registered,Imported,Lagos,1768000.0
6523,Mercedes-Benz,CLS,2007,Black,Nigerian Used,222751.0,5500.0,Registered,Imported,Lagos,4160000.0
6524,Lexus,RX 350,2009,Green,Nigerian Used,199892.0,3500.0,Registered,Registered,Lagos,4200000.0
6525,Dodge,Grand Caravan,2005,Gray,Nigerian Used,384704.0,3000.0,Registered,Imported,ABUJA,2100000.0
6526,Volkswagen,Tiguan,2010,Black,Foreign Used,307435.0,2000.0,Imported,Imported,,5775000.0
6527,Jeep,Commander,2006,Gray,Nigerian Used,324292.0,4700.0,Registered,Imported,,1950000.0
6528,Toyota,Corolla,2007,Black,Nigerian Used,117425.0,1800.0,Registered,Registered,,2600000.0
6529,BMW,X3,2008,Gold,Foreign Used,208075.0,3000.0,Imported,Imported,,3360000.0
6530,Ford,Edge,2013,Black,Nigerian Used,195035.0,3500.0,Registered,Imported,,2625000.0
6531,Toyota,Corolla,2004,Blue,Nigerian Used,212253.0,1800.0,Registered,Registered,LAGOS,2600000.0
6532,Toyota,Corolla,2003,Blue,Nigerian Used,139526.0,180000.0,Registered,Registered,Abuja,2288000.0
6533,Toyota,Corolla,2006,Black,Foreign Used,209759.0,1400.0,Imported,Imported,,2808000.0
6534,Lexus,ES,2003,Black,Foreign Used,291583.0,3000.0,Imported,Imported,,3432000.0
6535,Nissan,Pathfinder,2008,Blue,Nigerian Used,211620.0,4000.0,Registered,Imported,LAGOS,1995000.0
6536,Volkswagen,Sharan,2001,Green,Foreign Used,338952.0,1800.0,Imported,Imported,,2625000.0
6537,Honda,Pilot,2005,Blue,Nigerian Used,345380.0,3500.0,Registered,Registered,LAGOS,2288000.0
6538,Nissan,Murano,2011,Red,Nigerian Used,102760.0,3500.0,Registered,Registered,,1890000.0
6539,Toyota,Corolla,2006,Blue,Nigerian Used,299999.0,1800.0,Registered,Registered,NASARAWA,2400000.0
6540,Mercedes-Benz,M Class,2009,Black,Nigerian Used,73296.0,3500.0,Registered,Imported,LAGOS,6240000.0
6541,Ford,Escape,2010,Blue,Nigerian Used,221841.0,2500.0,Registered,Registered,Lagos,2100000.0
6542,Land Rover,Lr4,2012,Gray,Nigerian Used,122945.0,5000.0,Registered,Registered,LAGOS,5250000.0
6543,Volvo,S80,2010,Gold,Nigerian Used,262497.0,3200.0,Registered,Registered,Lagos,2100000.0
6544,Peugeot,406,2003,Blue,Nigerian Used,384104.0,2000.0,Registered,Registered,,1775000.0
6545,Honda,CR-V,2016,Red,Nigerian Used,77713.0,2400.0,Registered,Registered,,7450000.0
6546,Toyota,Corolla,2006,Blue,Nigerian Used,354486.0,1800.0,Registered,Registered,,2205000.0
6547,Mazda,3,2012,White,Foreign Used,204498.0,,Imported,Imported,,2975000.0
6548,Toyota,Camry,2002,Gray,Nigerian Used,225059.0,2400.0,Registered,Registered,Lagos State,1560000.0
6549,Lexus,RX 350,2012,White,Nigerian Used,52351.0,3500.0,Registered,Imported,Lagos,7350000.0
6550,Mitsubishi,Outlander,2007,Black,Nigerian Used,146454.0,3000.0,Registered,Imported,Lagos,1785000.0
6551,Lexus,ES,2011,Gray,Nigerian Used,139020.0,3500.0,Registered,Registered,RIVERS STATE,4680000.0
6552,Honda,Accord,2007,Black,Nigerian Used,313120.0,24000.0,Registered,Registered,,1665000.0
6553,Mazda,MX-3,2008,Black,Nigerian Used,179818.0,2000.0,Registered,Imported,KADUNA,1890000.0
6554,Mazda,CX-9,2010,White,Nigerian Used,176788.0,3700.0,Registered,Registered,RIVERS STATE,4160000.0
6555,Toyota,4-Runner,2005,Brown,Nigerian Used,105413.0,4000.0,Registered,Imported,LAGOS STATE,1890000.0
6556,Toyota,Sienna,2003,Silver,Nigerian Used,397014.0,3000.0,Registered,Registered,OSUN,1680000.0
6557,Nissan,Murano,2011,Red,Nigerian Used,102760.0,3500.0,Registered,Registered,,1890000.0
6558,Mitsubishi,Outlander,2007,Black,Nigerian Used,146454.0,3000.0,Registered,Imported,Lagos,1785000.0
6559,Toyota,Sienna,2001,Silver,Nigerian Used,269154.0,3000.0,Registered,Registered,Lagos,1560000.0
6560,Toyota,Camry,1997,Gold,Nigerian Used,295695.0,2200.0,Registered,Imported,LAGOS,1664000.0
6561,Jeep,Cherokee,2006,Silver,Nigerian Used,164749.0,3700.0,Registered,Registered,Lagos,1785000.0
6562,Toyota,Camry,2005,Blue,Nigerian Used,482634.0,2400.0,Registered,Registered,,1890000.0
6563,Kia,Cerato,2012,Black,Nigerian Used,141479.0,1600.0,Registered,Registered,,2100000.0
6564,Toyota,Sienna,2003,Silver,Nigerian Used,397014.0,3000.0,Registered,Registered,OSUN,1680000.0
6565,Lexus,RX 350,2009,White,Nigerian Used,171352.0,3500.0,Registered,Imported,LAGOS,3990000.0
6566,Mercedes-Benz,C250,2012,Silver,Nigerian Used,232296.0,,Registered,Registered,LAGOS,5230000.0
6567,Toyota,4-Runner,2005,Brown,Nigerian Used,105413.0,4000.0,Registered,Imported,LAGOS STATE,1890000.0
6568,Peugeot,307,2005,Silver,Foreign Used,487098.0,1600.0,Imported,Imported,,2080000.0
6569,Honda,Accord,2008,Black,Nigerian Used,237530.0,2400.0,Registered,Imported,OSUN,2392000.0
6570,Lexus,RX 350,2009,Green,Nigerian Used,259124.0,3500.0,Registered,Registered,Lagos,3885000.0
6571,Toyota,Camry,2012,Black,Nigerian Used,131278.0,2500.0,Registered,Imported,,3360000.0
6572,Mazda,5,2006,Black,Nigerian Used,208455.0,1800.0,Registered,Registered,OGUN,1575000.0
6573,Honda,Accord,2008,Black,Nigerian Used,237530.0,2400.0,Registered,Imported,OSUN,2392000.0
6574,Toyota,Sienna,2000,Green,Nigerian Used,316577.0,3000.0,Registered,Imported,NIGER,1872000.0
6575,Toyota,Sienna,2001,Silver,Nigerian Used,269154.0,3000.0,Registered,Registered,Lagos,1560000.0
6576,Mercedes-Benz,C250,2012,Silver,Nigerian Used,232296.0,,Registered,Registered,LAGOS,5230000.0
6577,Lexus,RX 350,2007,Silver,Nigerian Used,94472.0,3500.0,Registered,Imported,,3675000.0
6578,Hyundai,Elantra,2013,Blue,Nigerian Used,96436.0,1800.0,Registered,Registered,,2730000.0
6579,Lexus,RX 350,2009,Black,Nigerian Used,124919.0,3500.0,Registered,Registered,Lagos,3990000.0
6580,Infiniti,FX,2004,Black,Nigerian Used,199860.0,4500.0,Registered,Registered,LAGOS,1890000.0
6581,Mazda,CX-9,2008,Red,Nigerian Used,215667.0,3500.0,Registered,Imported,LAGOS,3432000.0
6582,Toyota,Corolla,2010,Silver,Nigerian Used,249523.0,1800000.0,Registered,Registered,Abuja,2415000.0
6583,Toyota,Corolla,2004,Blue,Nigerian Used,197886.0,1800.0,Registered,Registered,,1785000.0
6584,Volkswagen,Passat,2011,Black,Nigerian Used,103085.0,2000.0,Registered,Registered,Abuja,2450000.0
6585,Kia,Rio,2014,White,Nigerian Used,97181.0,1600.0,Registered,Registered,LAGOS,2520000.0
6586,Hyundai,Santa Fe,2011,Black,Nigerian Used,182469.0,2400.0,Registered,Registered,ABUJA,2850000.0
6587,Infiniti,M,2007,Green,Nigerian Used,167464.0,3500.0,Registered,Registered,Lagos,1890000.0
6588,Toyota,Camry,2001,Gold,Nigerian Used,174215.0,2200.0,Registered,Registered,,1560000.0
6589,Toyota,Camry,2003,Gray,Nigerian Used,113701.0,3000.0,Registered,Registered,ABUJA,1680000.0
6590,Lexus,RX 350,2010,Black,Nigerian Used,59844.0,35000.0,Registered,Imported,LAGOS,7140000.0
6591,Honda,Accord,2007,Silver,Nigerian Used,197964.0,2400.0,Registered,Imported,LAGOS,1768000.0
6592,Peugeot,307,2008,Red,Nigerian Used,149454.0,1600.0,Registered,Registered,,2320000.0
6593,Toyota,Sienna,2007,Green,Nigerian Used,123203.0,3300.0,Registered,Imported,ENUGU,2625000.0
6594,Mercedes-Benz,C300,2010,White,Nigerian Used,174157.0,3000.0,Registered,Imported,LAGOS,3045000.0
6595,Toyota,4-Runner,1996,Green,Nigerian Used,286059.0,3500.0,Registered,Registered,Lagos,1785000.0
6596,Peugeot,407,2004,Green,Nigerian Used,126987.0,18000.0,Registered,Registered,Abuja,1680000.0
6597,Ford,Edge,2008,Blue,Nigerian Used,89461.0,350000.0,Registered,Registered,Abuja,2600000.0
6598,Peugeot,408,2015,Black,Nigerian Used,121488.0,2000.0,Registered,Imported,RIVERS,3150000.0
6599,Honda,Jazz,2005,Orange,Foreign Used,157639.0,1400.0,Imported,Imported,,2782500.0
6600,Acura,MDX,2007,Black,Nigerian Used,111046.0,3700.0,Registered,Imported,Lagos,2835000.0
6601,Peugeot,406,2008,Blue,Nigerian Used,312054.0,1700.0,Registered,Registered,,1575000.0
6602,Toyota,Camry,2007,Green,Nigerian Used,149079.0,2400.0,Registered,Registered,,2625000.0
6603,Toyota,Matrix,2005,Gray,Nigerian Used,238325.0,1800.0,Registered,Imported,,2288000.0
6604,Mercedes-Benz,E350,2008,Black,Nigerian Used,255368.0,3500.0,Registered,Registered,ABUJA,3120000.0
6605,Toyota,Matrix,2003,Silver,Nigerian Used,123158.0,2500.0,Registered,Registered,Lagos,1890000.0
6606,Toyota,Corolla,2008,Black,Nigerian Used,283311.0,1800.0,Registered,Registered,ABUJA,3120000.0
6607,Honda,Accord,2007,Black,Nigerian Used,185211.0,3000.0,Registered,Registered,ABUJA,1768000.0
6608,Nissan,Qashqai,2013,Gray,Nigerian Used,103527.0,2000.0,Registered,Registered,LAGOS,2340000.0
6609,Volkswagen,Passat,2006,Blue,Nigerian Used,223854.0,2000.0,Registered,Imported,,1575000.0
6610,Mazda,6,2004,Gray,Nigerian Used,360890.0,2400.0,Registered,Imported,BENIN,1575000.0
6611,Mercedes-Benz,E350,2006,Silver,Nigerian Used,135789.0,3500.0,Registered,Registered,,2704000.0
6612,Toyota,Corolla,2009,Black,Foreign Used,168055.0,1800.0,Imported,Imported,,5096000.0
6613,Ford,Escape,2014,Silver,Foreign Used,145103.0,4000.0,Imported,Imported,,7800000.0
6614,Toyota,4-Runner,2003,Gold,Nigerian Used,229856.0,4000.0,Registered,Registered,LAGOS,2310000.0
6615,Lexus,ES,2003,Burgandy,Nigerian Used,203283.0,3000.0,Registered,Imported,RIVERS,2756000.0
6616,Nissan,Quest,2006,Gray,Foreign Used,182303.0,3500.0,Imported,Imported,,2415000.0
6617,Mazda,6,2004,Gray,Nigerian Used,360890.0,2400.0,Registered,Imported,BENIN,1575000.0
6618,Toyota,Matrix,2003,Silver,Nigerian Used,123158.0,2500.0,Registered,Registered,Lagos,1890000.0
6619,Toyota,4-Runner,2003,Gold,Nigerian Used,229856.0,4000.0,Registered,Registered,LAGOS,2310000.0
6620,Toyota,RAV4,2006,Gray,Nigerian Used,198595.0,3500.0,Registered,Registered,LAGOS,2535000.0
6621,Nissan,Qashqai,2013,Gray,Nigerian Used,103527.0,2000.0,Registered,Registered,LAGOS,2340000.0
6622,Mitsubishi,Spacestar,1999,Blue,Foreign Used,165129.0,1300.0,Imported,Imported,,1627500.0
6623,Chrysler,Town&Country,2008,Gold,Foreign Used,213119.0,4000.0,Imported,Imported,,2625000.0
6624,Honda,Odyssey,2005,Gray,Nigerian Used,,3500.0,Registered,Registered,,1872000.0
6625,Acura,MDX,2001,Gray,Nigerian Used,134186.0,350000.0,Registered,Registered,,1785000.0
6626,Infiniti,QX56,2008,Silver,Nigerian Used,144602.0,5600.0,Registered,Registered,DELTA,1890000.0
6627,Toyota,Avensis,2003,Silver,Nigerian Used,233235.0,2000.0,Registered,Imported,LAGOS,2080000.0
6628,Chevrolet,Camaro,2010,Yellow,Foreign Used,87069.0,3600.0,Imported,Imported,,5460000.0
6629,Peugeot,407,2004,Green,Foreign Used,372338.0,30000.0,Imported,Imported,,2625000.0
6630,Lexus,RX 350,2009,White,Foreign Used,75652.0,3500.0,Imported,Imported,,7488000.0
6631,Ford,Edge,2008,Gray,Nigerian Used,247212.0,3500.0,Registered,Registered,LAGOS,3640000.0
6632,BMW,3 Series,2006,Silver,Foreign Used,142931.0,300000.0,Imported,Imported,,4515000.0
6633,Acura,RDX,2007,Black,Nigerian Used,234696.0,3000.0,Registered,Imported,AKURE,2835000.0
6634,Honda,Element,2010,Black,Foreign Used,276384.0,2400.0,Imported,Imported,,6825000.0
6635,Nissan,Murano,2005,Gray,Nigerian Used,316122.0,3500.0,Registered,Registered,,1465000.0
6636,Toyota,Highlander,2005,Gray,Nigerian Used,205529.0,3000.0,Registered,Registered,,2310000.0
6637,Honda,Accord,2003,Black,Nigerian Used,305762.0,3000.0,Registered,Imported,RIVERS,1404000.0
6638,Lexus,RX,2008,Gray,Nigerian Used,192561.0,3500.0,Registered,Imported,LAGOS,4264000.0
6639,Lexus,LS,2007,White,Foreign Used,465297.0,4600.0,Imported,Imported,,5275000.0
6640,Peugeot,408,2011,Gray,Nigerian Used,203729.0,2000.0,Registered,Registered,,1890000.0
6641,Toyota,Camry,2010,Silver,Foreign Used,139305.0,2500.0,Imported,Imported,,4680000.0
6642,Honda,Pilot,2003,Silver,Nigerian Used,167042.0,3500.0,Registered,Registered,,1520000.0
6643,Kia,Cerato,2011,Gray,Nigerian Used,122949.0,1600.0,Registered,Registered,,1785000.0
6644,Toyota,Camry,2003,White,Foreign Used,126800.0,2400.0,Imported,Imported,,2835000.0
6645,Toyota,Picnic,1999,Silver,Nigerian Used,439724.0,2000.0,Registered,Registered,,1575000.0
6646,Toyota,Camry,2004,Silver,Nigerian Used,146599.0,3000.0,Registered,Registered,LAGOS,1872000.0
6647,Honda,Accord,2003,Black,Nigerian Used,305762.0,3000.0,Registered,Imported,RIVERS,1404000.0
6648,Toyota,Camry,2010,Black,Nigerian Used,135685.0,2400.0,Registered,Registered,,2730000.0
6649,Kia,Cerato,2011,Gray,Nigerian Used,122949.0,1600.0,Registered,Registered,,1785000.0
6650,Mercedes-Benz,E350,2004,Silver,Nigerian Used,99665.0,3200.0,Registered,Registered,,2100000.0
6651,Lexus,ES,2002,White,Nigerian Used,191654.0,3000.0,Registered,Registered,,2100000.0
6652,Chevrolet,Avalanche,2005,Gray,Nigerian Used,,5300.0,Registered,Registered,LAGOS,2100000.0
6653,Lexus,RX,2008,Gray,Nigerian Used,192561.0,3500.0,Registered,Imported,LAGOS,4264000.0
6654,Chrysler,Town&Country,2013,Silver,Nigerian Used,49863.0,3500.0,Registered,Imported,LAGOS,2940000.0
6655,Lexus,ES,2002,Gray,Nigerian Used,446659.0,3000.0,Registered,Registered,,2100000.0
6656,Lexus,RX,2003,Gray,Nigerian Used,323041.0,3000.0,Registered,Registered,BENIN,2100000.0
6657,Honda,Accord,2010,White,Nigerian Used,170630.0,3500.0,Registered,Registered,,2100000.0
6658,Lexus,ES,2007,Black,Nigerian Used,208937.0,3500.0,Registered,Registered,,3952000.0
6659,BMW,X6,2011,White,Foreign Used,127530.0,4400.0,Imported,Imported,,8400000.0
6660,Peugeot,307,2008,Silver,Nigerian Used,244763.0,1600.0,Registered,Registered,Lagos,1664000.0
6661,Toyota,Camry,2010,Silver,Foreign Used,139305.0,2500.0,Imported,Imported,,4680000.0
